"Age","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","JobInvolvement","JobSatisfaction","PerformanceRating","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","OverTime","PercentSalaryHike","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition"
32,"Travel_Frequently","Sales",10,"Master","Marketing","Very High","Male","High","Very High","Excellent",2,"Sales Executive","Single",4648,8,"No",13,"High",0,4,2,"Best",0,0,0,0,"No"
42,"Non-Travel","Research & Development",10,"Master","Technical Degree","High","Male","High","High","Outstanding",1,"Research Scientist","Married",2936,3,"No",22,"Medium",2,10,1,"Good",6,3,3,3,"No"
47,"Travel_Rarely","Research & Development",9,"Master","Life Sciences","Medium","Female","High","High","Excellent",1,"Laboratory Technician","Single",2105,4,"No",12,"High",0,7,2,"Better",2,2,2,0,"No"
46,"Travel_Rarely","Research & Development",2,"College","Life Sciences","Very High","Male","High","Very High","Excellent",3,"Manufacturing Director","Divorced",8578,3,"No",14,"High",1,12,4,"Good",9,8,4,7,"No"
28,"Non-Travel","Human Resources",1,"College","Life Sciences","High","Male","High","Very High","Excellent",1,"Human Resources","Divorced",2706,1,"No",15,"Medium",1,3,2,"Better",3,2,2,2,"No"
29,"Travel_Rarely","Research & Development",29,"Below College","Life Sciences","Very High","Male","Low","High","Excellent",2,"Healthcare Representative","Divorced",6384,8,"No",17,"Very High",2,11,3,"Better",7,0,1,6,"No"
42,"Travel_Rarely","Research & Development",8,"Bachelor","Life Sciences","Very High","Male","High","High","Excellent",1,"Laboratory Technician","Single",3968,4,"No",13,"Very High",0,8,3,"Better",0,0,0,0,"No"
32,"Travel_Rarely","Sales",2,"Master","Marketing","High","Male","Medium","Medium","Excellent",2,"Sales Executive","Single",9907,7,"Yes",12,"High",0,7,3,"Good",2,2,2,2,"Yes"
46,"Travel_Rarely","Sales",3,"Bachelor","Technical Degree","Low","Female","Very High","Low","Excellent",4,"Sales Executive","Divorced",13225,2,"No",12,"Very High",1,25,5,"Better",19,17,2,8,"No"
27,"Travel_Rarely","Sales",23,"Below College","Medical","Medium","Female","Medium","High","Outstanding",2,"Sales Representative","Married",3540,1,"No",21,"Very High",1,9,5,"Better",9,8,5,8,"No"
29,"Travel_Rarely","Human Resources",6,"Below College","Medical","Very High","Male","Medium","Medium","Excellent",1,"Human Resources","Married",2804,1,"No",11,"Very High",0,1,3,"Better",1,0,0,0,"No"
43,"Travel_Rarely","Research & Development",6,"Bachelor","Medical","Low","Female","Medium","High","Excellent",5,"Manager","Married",19392,7,"No",13,"Very High",0,21,2,"Better",16,12,6,14,"No"
48,"Travel_Rarely","Research & Development",10,"Bachelor","Life Sciences","Very High","Male","Medium","Medium","Excellent",5,"Research Director","Married",19665,4,"No",12,"Very High",0,29,3,"Better",22,10,12,9,"No"
29,"Travel_Frequently","Research & Development",24,"College","Life Sciences","Very High","Male","Medium","Very High","Outstanding",1,"Research Scientist","Single",2439,1,"Yes",24,"Medium",0,1,3,"Good",1,0,1,0,"Yes"
46,"Travel_Rarely","Sales",10,"Bachelor","Life Sciences","High","Female","High","Medium","Outstanding",3,"Sales Executive","Married",7314,5,"No",21,"High",3,14,2,"Better",8,7,0,7,"Yes"
27,"Travel_Frequently","Research & Development",15,"Bachelor","Life Sciences","Very High","Female","Medium","Low","Excellent",1,"Research Scientist","Married",4774,0,"No",19,"Very High",1,8,2,"Good",7,6,7,3,"No"
39,"Travel_Rarely","Research & Development",19,"Master","Other","Very High","Male","High","Very High","Excellent",2,"Research Scientist","Divorced",3902,8,"No",14,"Medium",3,7,2,"Better",2,2,2,2,"No"
55,"Travel_Rarely","Research & Development",2,"Master","Technical Degree","Medium","Male","Medium","Very High","Outstanding",1,"Research Scientist","Married",2662,8,"No",20,"Medium",1,19,2,"Best",5,2,0,4,"No"
28,"Travel_Rarely","Sales",3,"Bachelor","Medical","Medium","Female","High","Medium","Excellent",1,"Sales Representative","Married",2856,1,"No",19,"Very High",1,1,3,"Better",1,0,0,0,"No"
30,"Travel_Rarely","Sales",9,"Bachelor","Medical","Medium","Male","High","Very High","Excellent",1,"Sales Representative","Single",1081,1,"No",13,"High",0,1,3,"Good",1,0,0,0,"Yes"
22,"Travel_Rarely","Research & Development",7,"Below College","Life Sciences","Very High","Male","High","Medium","Outstanding",1,"Research Scientist","Single",2472,1,"Yes",23,"Low",0,1,2,"Better",1,0,0,0,"Yes"
36,"Travel_Rarely","Sales",10,"Master","Technical Degree","Medium","Female","Medium","High","Excellent",2,"Sales Executive","Married",5673,1,"Yes",13,"Low",1,10,4,"Better",10,9,1,7,"No"
31,"Travel_Rarely","Research & Development",20,"Bachelor","Life Sciences","Medium","Male","High","High","Excellent",2,"Laboratory Technician","Divorced",4197,1,"No",11,"Low",1,10,2,"Better",10,8,0,2,"No"
34,"Travel_Rarely","Sales",4,"Bachelor","Life Sciences","High","Male","High","Very High","Excellent",3,"Sales Executive","Married",9713,2,"Yes",13,"Very High",3,9,3,"Better",5,3,1,0,"No"
29,"Travel_Rarely","Research & Development",7,"Bachelor","Life Sciences","Very High","Male","High","Low","Excellent",1,"Laboratory Technician","Single",2062,3,"No",14,"Medium",0,11,2,"Better",3,2,1,2,"No"
37,"Travel_Rarely","Research & Development",7,"Master","Medical","Very High","Male","High","Low","Outstanding",2,"Research Scientist","Married",4284,5,"Yes",22,"High",1,16,2,"Better",5,3,0,4,"No"
35,"Travel_Rarely","Research & Development",16,"College","Other","Very High","Female","Medium","Medium","Excellent",2,"Manufacturing Director","Married",4788,0,"Yes",11,"Very High",0,4,2,"Better",3,2,0,2,"No"
45,"Travel_Rarely","Research & Development",25,"College","Life Sciences","Medium","Female","Medium","Very High","Excellent",2,"Manufacturing Director","Married",5906,0,"No",13,"Very High",2,10,2,"Good",9,8,3,8,"No"
36,"Travel_Frequently","Human Resources",2,"Below College","Human Resources","Medium","Male","Medium","Very High","Outstanding",2,"Human Resources","Single",3886,1,"No",21,"Very High",0,10,2,"Good",10,1,0,8,"No"
40,"Travel_Rarely","Research & Development",1,"Master","Life Sciences","Low","Male","High","Low","Excellent",4,"Manager","Divorced",16823,2,"No",11,"Low",1,22,3,"Better",19,7,11,16,"No"
26,"Travel_Rarely","Research & Development",1,"College","Life Sciences","Medium","Female","Medium","High","Excellent",1,"Research Scientist","Married",2933,1,"Yes",13,"High",1,1,3,"Good",1,0,1,0,"No"
27,"Travel_Rarely","Sales",2,"College","Medical","Low","Female","Very High","High","Excellent",2,"Sales Executive","Single",6500,0,"No",14,"Medium",0,9,5,"Good",8,7,0,7,"No"
48,"Travel_Frequently","Research & Development",22,"Bachelor","Medical","Very High","Female","High","Very High","Excellent",4,"Manager","Divorced",17174,3,"No",11,"Medium",1,24,3,"Better",22,17,4,7,"No"
44,"Travel_Rarely","Research & Development",1,"Master","Life Sciences","Medium","Male","Very High","Low","Excellent",2,"Healthcare Representative","Married",5033,2,"No",15,"Very High",1,10,5,"Better",2,0,2,2,"No"
34,"Non-Travel","Research & Development",16,"Master","Technical Degree","Very High","Male","Low","Low","Outstanding",1,"Research Scientist","Married",2307,1,"Yes",23,"Medium",1,5,2,"Better",5,2,3,0,"Yes"
56,"Travel_Rarely","Research & Development",24,"College","Life Sciences","Low","Male","High","Very High","Excellent",1,"Laboratory Technician","Single",2587,1,"No",16,"Very High",0,5,3,"Better",4,2,1,0,"Yes"
36,"Travel_Rarely","Sales",17,"College","Marketing","High","Male","Medium","Medium","Excellent",2,"Sales Executive","Married",5507,2,"No",16,"High",2,12,1,"Bad",4,2,1,3,"No"
41,"Travel_Rarely","Sales",8,"Bachelor","Marketing","High","Female","High","Medium","Outstanding",2,"Sales Executive","Married",4393,5,"No",21,"High",1,14,3,"Better",5,4,1,4,"No"
42,"Travel_Rarely","Research & Development",6,"Bachelor","Medical","High","Male","High","Low","Excellent",3,"Research Director","Married",13348,9,"No",13,"Medium",1,18,3,"Best",13,7,5,7,"No"
31,"Travel_Rarely","Sales",10,"College","Medical","High","Female","High","Very High","Excellent",2,"Sales Executive","Divorced",6583,2,"Yes",11,"Very High",1,8,2,"Better",5,2,1,4,"No"
34,"Travel_Rarely","Sales",3,"Below College","Medical","Very High","Female","Medium","Very High","Excellent",2,"Sales Executive","Married",8103,3,"Yes",12,"High",0,9,3,"Good",4,2,0,1,"No"
31,"Travel_Rarely","Research & Development",4,"Bachelor","Medical","Low","Female","Very High","High","Excellent",1,"Laboratory Technician","Divorced",3978,8,"No",12,"Medium",1,4,0,"Good",2,2,2,2,"No"
26,"Travel_Frequently","Research & Development",6,"Bachelor","Other","High","Male","Very High","Very High","Excellent",1,"Laboratory Technician","Married",2544,0,"No",18,"Low",1,8,3,"Better",7,7,7,7,"No"
45,"Travel_Frequently","Research & Development",1,"Master","Medical","Medium","Male","High","High","Excellent",2,"Healthcare Representative","Single",5399,4,"No",12,"High",0,12,3,"Better",4,2,0,3,"No"
33,"Travel_Rarely","Sales",10,"Master","Marketing","Medium","Male","High","High","Excellent",2,"Sales Executive","Single",5487,1,"No",14,"Medium",0,10,2,"Good",10,4,0,9,"No"
28,"Travel_Frequently","Sales",1,"College","Life Sciences","High","Male","Medium","Very High","Excellent",2,"Sales Executive","Married",6834,1,"Yes",12,"High",1,7,2,"Better",7,7,0,7,"No"
29,"Travel_Frequently","Sales",24,"Bachelor","Technical Degree","High","Male","Very High","Low","Excellent",1,"Sales Representative","Single",1091,1,"No",17,"Very High",0,1,3,"Better",1,0,0,0,"Yes"
39,"Non-Travel","Sales",21,"Master","Life Sciences","Low","Female","Low","High","Excellent",2,"Sales Executive","Married",5736,6,"No",19,"High",1,10,1,"Better",3,2,1,2,"No"
27,"Travel_Rarely","Research & Development",2,"Master","Technical Degree","Medium","Male","High","Medium","Excellent",1,"Research Scientist","Married",2226,1,"No",11,"High",1,6,3,"Good",5,3,1,2,"No"
34,"Travel_Frequently","Research & Development",22,"Master","Other","High","Male","Medium","Very High","Excellent",2,"Research Scientist","Married",5747,1,"Yes",15,"Medium",0,16,3,"Better",15,10,6,11,"No"
28,"Travel_Rarely","Sales",13,"College","Marketing","Very High","Female","High","High","Excellent",2,"Sales Executive","Single",9854,3,"Yes",11,"Very High",0,6,0,"Better",2,0,2,2,"Yes"
47,"Non-Travel","Research & Development",14,"Master","Technical Degree","High","Male","High","Medium","Excellent",2,"Research Scientist","Married",5467,8,"No",18,"High",1,16,4,"Best",8,7,1,7,"No"
56,"Travel_Rarely","Sales",11,"Doctor","Marketing","Very High","Female","Medium","Low","Excellent",2,"Sales Executive","Married",5380,4,"No",16,"High",1,6,3,"Better",0,0,0,0,"No"
39,"Travel_Rarely","Research & Development",9,"College","Medical","Low","Male","High","Low","Outstanding",2,"Manufacturing Director","Married",5151,1,"No",25,"Very High",1,10,3,"Better",10,0,7,9,"No"
38,"Travel_Frequently","Research & Development",8,"Bachelor","Medical","Very High","Female","Medium","Medium","Excellent",2,"Research Scientist","Divorced",2133,1,"Yes",16,"High",1,20,3,"Better",20,11,0,7,"No"
58,"Travel_Rarely","Sales",21,"Bachelor","Life Sciences","Very High","Female","High","Very High","Excellent",4,"Manager","Married",17875,4,"Yes",13,"High",1,29,2,"Good",1,0,0,0,"No"
32,"Travel_Frequently","Research & Development",5,"College","Life Sciences","Low","Female","Very High","High","Excellent",1,"Research Scientist","Single",2432,3,"Yes",14,"Low",0,8,2,"Better",4,1,0,3,"Yes"
38,"Travel_Rarely","Research & Development",9,"College","Life Sciences","Medium","Male","High","Very High","Excellent",1,"Research Scientist","Divorced",4771,2,"No",19,"Very High",2,10,0,"Best",5,2,0,3,"No"
49,"Travel_Frequently","Research & Development",2,"Below College","Life Sciences","Medium","Male","High","Very High","Excellent",5,"Research Director","Married",19161,3,"No",15,"Very High",0,28,3,"Better",5,4,4,3,"No"
42,"Travel_Rarely","Sales",12,"Master","Marketing","Medium","Male","High","Very High","Excellent",2,"Sales Executive","Divorced",5087,3,"Yes",12,"High",2,14,4,"Better",0,0,0,0,"No"
27,"Travel_Frequently","Human Resources",22,"Bachelor","Human Resources","Low","Female","Medium","Medium","Excellent",1,"Human Resources","Married",2863,1,"No",12,"Low",0,1,2,"Better",1,0,0,0,"Yes"
35,"Travel_Rarely","Sales",18,"Master","Medical","Medium","Male","High","Low","Excellent",2,"Sales Executive","Married",5561,0,"No",16,"Very High",1,6,2,"Bad",5,3,0,4,"No"
28,"Non-Travel","Research & Development",16,"Bachelor","Medical","High","Male","High","High","Excellent",1,"Research Scientist","Single",2144,1,"No",14,"High",0,5,3,"Good",5,3,1,4,"No"
31,"Non-Travel","Research & Development",3,"College","Medical","High","Male","High","Low","Excellent",1,"Research Scientist","Divorced",3065,1,"Yes",13,"Very High",1,4,3,"Best",4,2,2,3,"No"
36,"Non-Travel","Research & Development",9,"Master","Life Sciences","Low","Male","Very High","Medium","Outstanding",1,"Laboratory Technician","Married",2810,1,"No",22,"Medium",0,5,3,"Better",5,4,0,2,"No"
34,"Travel_Rarely","Sales",1,"Bachelor","Marketing","Low","Male","High","Very High","Outstanding",3,"Sales Executive","Single",9888,1,"No",21,"Low",0,14,3,"Good",14,8,2,1,"No"
34,"Travel_Rarely","Sales",13,"Master","Medical","Very High","Male","High","High","Excellent",3,"Sales Executive","Divorced",8628,1,"No",18,"High",1,9,2,"Good",8,7,1,1,"No"
26,"Travel_Rarely","Research & Development",1,"Bachelor","Medical","High","Male","High","Low","Excellent",1,"Laboratory Technician","Single",2867,0,"No",13,"Very High",0,8,6,"Good",7,7,7,6,"No"
29,"Travel_Rarely","Research & Development",1,"Bachelor","Life Sciences","Low","Male","High","Low","Excellent",2,"Healthcare Representative","Married",5373,0,"No",12,"Low",1,6,5,"Good",5,3,0,2,"No"
32,"Non-Travel","Research & Development",15,"Master","Medical","High","Female","High","Very High","Excellent",2,"Healthcare Representative","Divorced",6667,5,"No",18,"Medium",1,9,6,"Better",5,1,1,2,"No"
31,"Travel_Frequently","Research & Development",1,"Bachelor","Life Sciences","Very High","Male","Low","Low","Outstanding",2,"Research Scientist","Married",5003,1,"No",21,"Medium",0,10,6,"Better",10,8,8,7,"No"
28,"Travel_Rarely","Research & Development",17,"Bachelor","Technical Degree","High","Male","Medium","Very High","Excellent",1,"Laboratory Technician","Divorced",2367,5,"No",12,"Low",1,6,2,"Good",4,1,0,3,"Yes"
38,"Travel_Rarely","Sales",1,"Bachelor","Life Sciences","Low","Male","Medium","Low","Excellent",1,"Sales Representative","Single",2858,4,"No",14,"Low",0,20,3,"Good",1,0,0,0,"No"
35,"Travel_Rarely","Sales",7,"Master","Life Sciences","High","Female","High","Very High","Excellent",2,"Sales Executive","Married",5204,1,"Yes",11,"Very High",0,10,2,"Better",10,8,0,9,"No"
27,"Travel_Rarely","Sales",9,"Bachelor","Marketing","Very High","Male","High","Very High","Excellent",2,"Sales Executive","Single",4105,1,"No",14,"Low",0,7,5,"Better",7,7,0,7,"No"
32,"Travel_Rarely","Research & Development",5,"Master","Life Sciences","Very High","Male","Medium","Very High","Outstanding",2,"Manufacturing Director","Single",9679,8,"No",24,"Medium",0,8,1,"Better",1,0,0,0,"No"
31,"Travel_Frequently","Sales",26,"Master","Marketing","Low","Male","High","Very High","Excellent",2,"Sales Executive","Married",5617,1,"Yes",11,"High",0,10,4,"Better",10,7,0,8,"Yes"
53,"Travel_Rarely","Sales",24,"Master","Life Sciences","Low","Male","High","Low","Excellent",3,"Sales Executive","Single",10448,6,"Yes",13,"Medium",0,15,2,"Good",2,2,2,2,"Yes"
54,"Travel_Rarely","Research & Development",9,"College","Life Sciences","Low","Female","High","High","Excellent",2,"Research Scientist","Married",2897,3,"No",11,"High",2,9,6,"Good",4,3,2,3,"No"
33,"Travel_Frequently","Research & Development",7,"College","Life Sciences","Very High","Male","High","High","Outstanding",2,"Healthcare Representative","Divorced",5968,1,"No",20,"High",3,9,2,"Better",9,7,2,8,"No"
43,"Travel_Rarely","Research & Development",11,"Bachelor","Life Sciences","Low","Male","High","High","Excellent",3,"Healthcare Representative","Married",7510,1,"No",17,"Medium",1,10,1,"Better",10,9,0,9,"No"
38,"Travel_Frequently","Human Resources",1,"Master","Other","Very High","Male","High","Medium","Excellent",1,"Human Resources","Married",2991,0,"Yes",11,"Medium",1,7,2,"Better",6,2,1,2,"No"
55,"Travel_Rarely","Human Resources",26,"Master","Human Resources","High","Male","Very High","Medium","Excellent",5,"Manager","Married",19636,4,"Yes",18,"Low",1,35,0,"Better",10,9,1,4,"No"
31,"Travel_Rarely","Research & Development",2,"Below College","Medical","Very High","Female","Low","Very High","Excellent",1,"Laboratory Technician","Divorced",1129,1,"Yes",11,"High",3,1,4,"Better",1,0,0,0,"No"
39,"Travel_Rarely","Sales",15,"Master","Marketing","Medium","Male","High","Low","Excellent",4,"Sales Executive","Single",13341,0,"No",12,"Low",0,21,3,"Better",20,8,11,10,"No"
42,"Non-Travel","Research & Development",23,"College","Life Sciences","Very High","Male","Medium","High","Excellent",2,"Research Scientist","Single",4332,1,"No",12,"Very High",0,20,2,"Better",20,9,3,7,"No"
31,"Non-Travel","Research & Development",10,"Bachelor","Medical","High","Female","High","High","Outstanding",3,"Research Director","Married",11031,4,"No",20,"High",1,13,2,"Best",11,7,4,8,"No"
54,"Travel_Rarely","Research & Development",10,"Bachelor","Medical","High","Female","High","Low","Excellent",2,"Manufacturing Director","Single",4440,6,"Yes",19,"Very High",0,9,3,"Better",5,2,1,4,"No"
24,"Travel_Rarely","Research & Development",1,"College","Life Sciences","Medium","Male","Medium","High","Excellent",2,"Healthcare Representative","Single",4617,1,"No",12,"Medium",0,4,2,"Good",4,3,1,2,"No"
23,"Travel_Rarely","Research & Development",12,"College","Other","Very High","Male","High","Very High","Excellent",1,"Laboratory Technician","Single",2647,1,"No",13,"High",0,5,6,"Best",5,2,1,4,"No"
